sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,age_cat_Greater than 45,age_cat_Less than 25
1,26,1,0,0,0,2,1,0,0,1
1,24,1,0,0,0,0,1,0,0,0
1,20,1,3,6,0,16,0,0,0,0
1,22,1,0,0,2,0,1,0,0,1
1,20,1,2,6,5,0,0,0,0,1
1,20,1,0,6,0,16,1,0,0,1
0,22,1,0,0,0,0,0,0,0,1
1,20,1,3,6,0,16,0,0,0,0
0,45,1,0,0,0,0,1,0,1,0
1,20,1,3,6,5,0,0,0,0,1
1,28,1,0,0,0,0,0,0,0,0
0,20,1,0,0,5,2,0,0,0,1
1,20,1,3,6,5,0,0,0,0,1
1,20,1,0,0,5,0,0,0,0,1
1,52,1,0,0,0,0,0,0,1,0
1,20,1,3,6,5,0,0,0,0,1
1,23,1,0,0,0,0,0,0,0,0
1,20,1,0,0,0,16,1,0,0,0
1,20,1,0,0,0,0,1,0,0,1
1,30,1,0,0,0,0,1,0,0,0
1,20,1,3,6,0,16,1,0,0,0
0,80,1,0,2,0,16,1,0,1,0
0,30,1,0,0,0,1,0,0,0,0
1,30,1,0,0,0,1,1,0,0,0
1,70,1,0,0,0,1,0,0,1,0
0,40,1,0,0,0,16,1,0,1,0
1,20,1,0,2,5,0,0,0,0,1
0,53,1,0,0,0,0,1,0,1,0
1,45,1,0,0,0,0,1,0,1,0
1,37,1,0,0,0,1,0,0,0,0
1,26,1,0,0,0,2,1,0,0,0
1,26,1,0,0,0,0,1,0,0,0
1,44,1,0,0,0,3,0,0,0,0
1,20,1,3,6,0,16,0,0,0,0
1,20,1,0,0,5,1,0,0,0,1
1,36,1,0,0,0,3,1,0,0,0
1,20,1,3,6,0,16,1,0,0,0
1,20,1,2,6,5,0,0,0,0,1
0,31,1,0,0,0,0,1,0,0,0
1,30,1,0,0,0,2,0,0,0,0
1,20,1,3,6,0,16,1,0,0,0
1,20,1,0,5,0,5,1,0,0,1
1,31,1,0,0,0,4,0,0,0,0
1,20,1,3,6,0,16,0,0,0,0
0,53,1,0,0,0,0,1,0,1,0
1,45,1,0,0,0,5,1,0,1,0
1,20,1,3,6,0,16,1,0,0,1
1,29,1,0,0,0,0,1,0,0,0
1,28,1,0,0,0,0,1,0,0,0
1,31,1,0,0,0,12,1,0,0,0
1,20,1,3,6,0,16,1,0,0,0
1,25,1,0,0,0,3,1,0,0,0
1,20,1,3,6,0,16,0,0,0,0
1,20,1,0,0,0,0,0,0,0,1
0,40,1,0,0,0,0,1,0,0,0
0,23,1,0,0,0,0,0,0,0,1
1,20,1,3,6,0,16,1,0,0,0
1,20,1,3,6,0,16,1,0,0,1
1,49,1,0,0,0,0,0,0,1,0
1,33,1,0,1,1,3,1,0,0,0
1,25,1,0,0,0,1,1,0,0,0
0,23,1,0,0,0,0,1,0,0,1
1,35,1,0,0,0,0,1,0,0,0
0,59,1,0,0,0,0,1,0,1,0
1,20,1,3,6,0,16,1,0,0,0
0,28,1,0,0,0,2,1,0,0,0
1,20,1,3,6,0,16,1,0,0,0
1,21,1,0,0,0,0,0,0,0,1
1,24,1,0,0,0,8,0,0,0,0
1,32,1,0,0,0,2,1,0,0,0
1,29,1,0,0,0,1,0,0,0,0
1,25,1,0,0,0,1,0,0,0,1
1,56,1,0,0,0,2,0,0,1,0
1,33,1,0,0,0,0,1,0,0,0
0,40,1,0,0,0,0,1,0,0,0
1,20,1,3,6,0,16,0,0,0,0
0,20,1,0,0,0,1,1,0,0,1
0,27,1,0,0,0,1,1,0,0,0
0,80,1,1,5,0,16,1,0,1,0
1,20,1,1,3,5,0,0,0,0,1
1,26,1,0,0,0,3,0,0,0,0
0,47,1,0,0,0,16,1,0,1,0
0,22,1,0,0,0,0,1,0,0,1
1,40,1,0,0,0,5,1,0,0,0
1,21,1,0,0,1,1,1,0,0,1
0,21,1,0,0,0,2,1,0,0,1
1,44,1,0,0,0,0,0,0,1,0
1,49,1,0,0,0,0,0,0,1,0
0,36,1,0,0,0,1,1,0,0,0
1,55,1,0,0,0,4,1,0,1,0
1,39,1,0,0,0,3,0,0,0,0
1,22,1,0,0,0,0,1,0,0,1
0,26,1,0,0,0,0,0,0,0,0
1,52,1,0,0,0,2,1,0,1,0
0,53,1,0,0,0,1,1,0,1,0
1,27,1,0,0,0,0,1,0,0,0
1,20,1,3,6,0,16,1,0,0,0
1,29,1,0,0,0,0,0,0,0,0
