sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,age_cat_Greater than 45,age_cat_Less than 25
0,19,1,0,0,0,0,0,0,0,0
1,30,1,0,0,0,0,0,0,0,1
0,67,1,0,0,0,3,0,0,0,0
0,30,1,0,0,2,4,1,0,0,0
1,26,1,0,0,0,0,0,0,0,0
0,42,1,0,0,0,4,0,0,0,1
1,19,1,0,0,2,12,1,0,1,0
1,32,1,0,12,0,0,0,0,0,0
1,19,1,0,0,0,3,0,0,1,0
0,36,1,0,0,0,5,1,0,0,0
1,22,1,0,0,0,4,0,0,0,1
1,30,1,0,0,0,2,1,0,0,1
1,20,1,0,0,7,1,0,0,0,0
1,29,1,0,4,0,5,0,0,0,0
1,40,1,0,0,1,1,0,1,0,1
1,26,1,0,0,3,0,1,1,0,0
1,33,1,0,0,0,0,0,1,0,0
1,42,1,0,0,0,0,0,1,0,0
1,19,1,0,0,0,2,1,1,0,0
1,32,1,0,0,0,0,1,1,0,1
1,25,1,0,0,0,0,0,1,0,0
1,26,1,0,0,0,0,0,1,0,1
1,79,1,0,0,0,0,0,1,0,1
1,27,1,0,0,7,0,1,1,0,1
1,20,1,0,0,0,0,1,1,0,1
0,26,1,0,0,0,1,0,1,0,1
1,33,1,2,0,1,4,0,1,0,1
1,32,1,5,1,1,6,1,1,0,1
1,25,1,0,0,1,0,0,1,0,1
1,24,1,0,0,0,0,0,1,0,1
1,33,1,0,1,1,0,0,1,0,0
1,58,1,0,0,0,5,1,1,0,0
1,27,1,0,0,1,0,0,1,0,1
1,37,1,2,4,4,10,0,1,0,1
1,23,1,0,1,0,2,1,1,0,1
1,21,1,0,0,1,0,0,1,0,1
1,19,1,0,0,1,1,1,1,0,1
1,71,1,0,0,0,6,1,1,0,0
1,35,1,0,0,0,8,0,1,0,1
1,58,1,0,1,0,5,1,1,0,0
1,39,1,0,0,7,5,0,1,0,1
1,27,1,0,0,0,7,0,1,0,0
1,30,1,1,0,0,1,0,1,0,0
1,27,1,0,0,0,5,1,1,0,1
1,19,1,0,0,1,0,1,1,0,1
1,25,1,0,0,0,4,1,1,0,0
1,52,1,0,0,0,0,0,1,0,0
1,32,1,0,1,0,21,0,1,0,0
1,28,1,0,0,0,0,0,1,0,0
1,25,1,1,2,0,0,0,1,0,0
1,29,1,4,1,0,4,0,1,0,0
1,26,1,0,4,1,1,0,1,0,1
1,48,1,0,0,0,0,1,1,0,0
0,36,1,0,0,0,1,1,1,0,0
0,23,1,0,0,1,2,0,1,0,1
1,28,1,0,0,1,0,0,1,0,0
