sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,age_cat_Greater than 45,age_cat_Less than 25
0,39,1,0,0,0,9,1,0,0,0
0,27,1,0,0,0,22,1,0,0,1
1,18,1,0,0,0,0,1,0,0,0
0,25,1,0,0,0,0,0,0,1,1
0,29,1,0,0,0,2,0,0,0,0
1,26,1,0,0,0,4,1,0,0,0
1,47,1,0,0,0,13,0,0,0,0
1,20,1,0,0,0,2,1,0,1,0
1,28,1,0,1,0,0,0,0,0,0
1,26,1,0,0,0,0,1,0,1,0
1,23,1,5,4,0,29,0,0,0,1
1,61,1,0,0,0,28,1,0,1,0
0,18,1,0,0,2,2,1,0,0,1
1,34,1,0,0,0,3,1,0,1,0
0,28,1,0,1,0,8,1,1,0,0
1,26,1,0,0,0,3,1,1,0,0
1,47,1,0,0,0,0,1,1,1,1
1,29,1,0,0,2,1,1,1,0,0
1,29,1,0,0,0,7,0,1,0,0
0,43,1,0,0,1,0,1,1,0,0
1,41,1,0,0,0,0,1,1,0,0
1,21,1,0,0,0,1,0,1,0,0
0,31,1,0,0,0,8,1,1,0,1
1,36,1,0,0,0,6,0,1,0,0
0,21,1,0,0,0,20,1,1,0,0
1,31,1,0,0,1,3,1,1,0,0
1,58,1,0,0,0,9,0,1,0,0
0,41,1,0,0,0,6,0,1,0,0
0,27,1,0,0,0,1,0,1,0,1
1,28,1,0,0,0,28,0,1,0,0
1,28,1,0,0,0,5,0,1,0,0
1,50,1,0,1,0,1,1,1,0,0
0,51,1,5,0,0,2,1,1,0,0
1,29,1,0,0,0,2,1,1,0,0
1,18,1,0,0,0,1,0,1,0,1
0,32,1,0,0,0,3,1,1,0,0
0,60,1,0,0,0,3,1,1,0,0
0,35,1,0,0,0,4,1,1,0,0
1,23,1,0,0,0,2,0,1,0,0
1,22,1,1,0,0,10,0,1,0,0
0,24,1,0,1,0,10,0,1,0,0
1,32,1,0,0,0,29,0,1,0,0
1,31,1,0,0,0,2,0,1,0,0
0,29,1,0,0,0,6,0,1,0,0
0,44,1,0,0,0,0,0,1,0,0
0,43,1,0,0,0,19,0,1,1,0
1,40,1,1,0,0,6,0,1,0,0
1,23,1,0,8,0,36,0,1,0,0
1,79,1,0,0,0,1,0,1,0,0
1,18,1,0,0,0,5,0,1,0,1
1,31,1,0,0,0,5,0,1,1,0
0,28,1,0,0,0,21,0,1,1,0
1,42,1,0,0,0,0,1,1,1,0
0,23,1,0,0,0,22,0,1,0,0
1,64,1,0,0,0,14,0,1,0,0
1,41,1,0,0,0,2,1,1,0,0
1,55,1,0,0,0,3,1,1,0,0
1,42,1,0,1,0,28,1,1,0,0
0,38,1,0,0,0,1,0,1,0,0
1,25,1,0,0,0,6,1,1,1,0
1,68,1,0,1,0,3,0,1,0,0
1,29,1,0,0,0,5,1,1,0,1
1,63,1,0,4,7,0,1,1,1,0
0,38,1,0,0,0,6,1,1,0,0
1,66,1,0,0,0,20,1,1,0,0
1,18,1,0,0,0,7,0,1,0,0
1,51,1,0,3,0,17,1,1,0,0
1,24,1,0,0,4,0,0,1,0,0
0,29,1,0,0,2,5,1,1,0,0
1,26,1,0,0,0,0,0,1,0,0
1,60,1,0,1,0,0,1,1,1,1
1,27,1,0,0,0,15,0,1,0,0
0,18,1,0,1,0,0,1,1,1,0
1,18,1,0,1,0,2,0,1,0,0
1,22,1,0,0,0,0,1,1,0,1
1,31,1,0,0,0,0,0,1,0,0
1,30,1,1,0,2,0,0,1,0,1
1,20,1,0,0,0,0,1,1,0,0
1,26,1,0,0,0,4,0,1,0,0
1,74,1,0,0,0,0,0,1,1,0
1,60,1,0,0,0,4,1,1,1,0
1,30,1,0,0,0,26,0,1,0,0
1,24,1,0,1,0,0,0,1,0,0
1,45,1,0,0,1,0,0,1,0,1
1,28,1,0,0,1,4,1,1,0,0
1,31,1,0,0,0,4,0,1,0,0
1,45,1,0,0,0,5,1,1,0,0
1,27,1,0,0,0,10,0,1,0,0
1,73,1,0,0,0,7,0,1,0,1
1,25,1,0,0,0,2,1,1,0,0
1,26,1,0,0,0,15,1,1,1,0
0,45,1,0,0,2,13,1,1,0,0
0,40,1,0,0,0,2,0,1,1,0
0,18,1,0,0,0,1,1,1,0,1
0,36,1,0,0,0,14,0,1,0,0
0,79,1,0,0,0,3,1,1,0,0
1,40,1,0,0,0,10,0,1,1,0
1,19,1,1,0,0,1,1,1,0,0
1,60,1,0,0,0,21,0,1,0,1
0,23,1,0,0,0,10,1,1,0,0
1,18,1,0,0,0,0,0,1,1,1
1,56,1,0,0,0,20,0,1,0,0
1,32,1,0,0,7,0,0,1,0,0
1,60,1,1,0,1,13,1,1,1,0
1,43,1,0,0,0,0,0,1,0,0
1,74,1,0,0,0,0,0,1,0,0
1,68,1,0,0,0,15,0,1,0,0
0,22,1,0,0,0,0,1,1,1,0
1,62,1,0,0,0,0,1,1,0,0
0,27,1,0,0,0,3,0,1,0,0
1,18,1,0,0,0,2,1,1,1,0
1,18,1,1,0,0,2,1,1,0,0
1,27,1,0,0,0,4,0,1,0,0
1,24,1,0,0,0,8,0,1,0,0
1,37,1,0,0,0,38,0,1,0,1
0,18,1,0,0,4,1,1,1,0,1
1,74,1,0,0,0,38,0,1,1,0
1,18,1,0,0,0,0,0,1,0,0
1,58,1,0,0,0,7,1,1,0,0
0,42,1,0,0,0,6,1,1,0,0
1,44,1,0,0,0,0,0,1,0,1
1,18,1,0,0,0,1,0,1,0,0
1,22,1,0,0,0,1,0,1,0,0
1,52,1,0,0,0,0,0,1,0,0
1,28,1,0,0,0,9,1,1,0,0
1,21,1,0,3,0,7,0,1,0,1
1,61,1,0,0,0,35,0,1,0,0
0,31,1,0,0,0,0,0,1,1,0
0,23,1,0,0,2,1,1,1,1,0
1,28,1,1,4,4,0,1,1,0,0
0,33,1,0,0,2,0,1,1,0,0
1,74,1,0,0,0,0,0,1,0,0
0,41,1,0,0,0,0,0,1,0,0
0,37,1,0,0,0,2,1,1,0,0
1,33,1,0,8,0,17,1,1,0,1
0,27,1,1,1,0,8,0,1,0,0
1,55,1,0,12,0,1,1,1,0,0
1,28,1,1,0,0,6,1,1,1,0
1,23,1,0,0,0,0,1,1,1,0
0,30,1,0,0,0,2,1,1,0,0
1,79,1,0,0,0,2,1,1,0,0
0,35,1,0,0,0,1,1,1,0,0
0,18,1,0,0,2,0,1,1,1,0
0,78,1,0,0,0,1,1,1,1,0
0,25,1,0,0,0,2,1,1,0,0
1,41,1,0,0,0,29,1,1,1,0
0,24,1,0,0,0,2,0,1,0,0
1,41,1,1,0,1,8,1,1,0,0
1,46,1,0,1,0,3,0,1,0,0
0,42,1,0,0,0,0,1,1,1,0
1,39,1,0,0,2,2,1,1,0,0
0,67,1,0,0,2,1,1,1,0,0
1,27,1,0,0,0,2,1,1,0,0
1,25,1,0,0,0,8,0,1,0,1
1,54,1,0,0,0,19,0,1,1,0
1,29,1,0,0,0,13,0,1,0,1
1,30,1,0,0,0,3,1,1,1,0
1,26,1,4,0,0,37,1,1,0,0
1,24,1,0,0,0,25,0,1,0,0
1,28,1,0,0,0,0,0,1,0,0
0,22,1,0,0,0,4,0,1,0,0
0,66,1,0,1,1,1,0,1,1,0
1,44,1,0,0,0,1,0,1,1,0
1,26,1,0,0,0,3,0,1,0,0
0,18,1,0,0,2,38,0,1,0,0
1,29,1,0,0,0,6,1,1,0,0
0,33,1,0,0,0,3,1,1,0,0
0,18,1,0,0,0,0,1,1,0,0
1,35,1,0,0,0,13,1,1,1,0
0,24,1,0,0,0,0,0,1,1,1
1,18,1,0,0,1,5,1,1,0,0
