sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,age_cat_Greater than 45,age_cat_Less than 25
1,29,1,0,0,0,0,0,0,0,1
1,36,1,0,0,0,3,1,0,1,0
1,25,1,0,0,0,1,1,0,0,0
1,32,1,0,0,0,1,0,0,0,0
1,47,1,0,0,0,0,0,0,1,0
1,31,1,0,0,0,1,1,0,0,0
1,28,1,0,0,0,1,1,0,0,0
1,45,1,0,0,0,6,1,0,0,0
1,25,1,0,0,0,1,1,0,0,1
0,29,1,0,0,0,0,0,0,0,0
1,28,1,0,0,0,0,1,0,0,0
1,30,1,0,0,0,5,1,0,0,0
1,31,1,0,0,0,1,1,0,0,0
1,39,1,0,0,0,0,0,0,1,0
1,24,1,0,0,0,0,1,0,0,1
1,28,1,0,0,0,3,0,0,0,0
1,24,1,0,0,0,0,0,0,0,1
1,24,1,0,0,0,1,0,0,0,0
1,39,1,0,0,0,0,0,0,0,0
0,36,1,0,0,0,1,1,0,0,0
0,27,1,0,0,0,0,1,0,0,0
1,47,1,0,0,0,0,1,0,0,0
1,56,1,0,0,0,0,1,0,1,0
1,33,1,0,0,0,1,1,0,0,0
1,34,1,0,0,0,0,0,0,0,0
0,41,1,0,0,0,2,0,0,1,0
0,36,1,0,0,0,1,1,0,0,0
1,43,1,0,0,0,3,1,0,1,0
1,34,1,0,0,0,0,0,0,0,0
1,26,1,0,0,0,1,1,0,0,0
1,30,1,0,0,0,0,0,1,0,0
0,28,1,0,0,0,4,1,1,0,1
1,23,1,0,0,0,0,1,1,0,1
1,47,1,0,0,0,4,1,1,1,0
1,29,1,0,0,0,2,1,1,0,0
1,27,1,0,0,0,1,0,1,0,0
1,33,1,0,0,0,8,1,1,0,0
1,48,1,0,0,0,5,1,1,1,0
1,29,1,0,0,0,1,0,1,0,0
0,29,1,0,0,0,0,1,1,0,0
1,38,1,0,0,0,1,1,1,0,0
1,24,1,0,0,0,0,1,1,0,1
1,32,1,0,0,0,2,0,1,0,0
1,32,1,0,0,0,1,0,1,0,0
0,37,1,0,0,0,1,1,1,0,0
1,27,1,0,0,0,7,1,1,0,0
1,42,1,0,0,0,0,1,1,1,0
1,29,1,0,0,0,1,0,1,0,0
1,55,1,0,0,0,5,1,1,1,0
1,42,1,0,0,0,5,1,1,0,0
1,29,1,0,0,0,0,1,1,0,0
1,48,1,0,0,0,2,1,1,1,0
1,48,1,0,0,0,4,0,1,1,0
1,31,1,0,0,0,1,0,1,0,0
1,39,1,0,0,0,5,1,1,1,0
1,21,1,0,0,0,0,1,1,0,1
1,24,1,0,0,0,1,1,1,0,1
1,33,1,0,0,0,3,1,1,0,0
1,42,1,0,0,0,5,0,1,0,0
1,26,1,0,0,0,2,1,1,0,1
1,60,1,0,0,0,4,1,1,1,0
1,28,1,0,0,0,4,1,1,0,1
1,27,1,0,0,0,1,1,1,0,0
1,21,1,0,0,0,4,1,1,0,1
1,47,1,0,0,0,8,0,1,1,0
1,42,1,0,0,0,3,1,1,0,0
0,32,1,0,0,0,4,1,1,0,0
1,25,1,0,0,0,3,1,1,0,1
1,42,1,0,0,0,1,1,1,0,0
0,31,1,0,0,0,0,0,1,0,0
1,24,1,0,0,0,4,1,1,0,1
1,27,1,0,0,0,3,1,1,0,0
1,25,1,0,0,0,6,1,1,0,1
