sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,age_cat_Greater than 45,age_cat_Less than 25
1,44,1,0,0,1,9,1,0,True,False
1,56,0,0,0,0,7,1,1,True,False
1,25,1,0,1,2,6,1,1,False,False
1,38,1,0,0,0,2,1,0,False,False
1,39,0,0,0,0,1,1,1,False,False
1,49,0,0,2,0,2,1,1,True,False
1,29,1,0,0,0,2,1,0,False,False
1,40,0,0,0,0,19,1,1,True,False
0,30,0,0,0,0,0,1,0,False,True
1,21,1,1,0,0,2,1,0,False,False
1,60,0,0,0,0,1,1,0,True,False
1,24,0,0,0,0,5,0,0,False,False
1,23,1,0,0,0,5,1,1,False,True
1,34,0,0,0,0,17,1,1,False,True
1,26,0,0,0,0,1,0,0,False,True
1,33,0,0,1,1,3,1,1,False,False
1,27,0,2,1,1,15,1,1,False,False
0,36,0,0,0,0,6,1,0,True,False
1,31,1,0,0,0,3,0,1,False,False
1,50,1,0,0,0,0,1,0,False,False
1,34,0,0,0,0,0,1,0,True,False
1,60,1,0,0,0,3,1,0,True,False
0,43,1,0,0,0,0,1,0,False,True
1,23,0,1,0,0,1,1,0,False,True
1,27,0,4,0,0,22,1,1,False,False
1,22,1,0,1,0,19,1,1,False,False
1,22,1,0,0,0,7,1,1,False,False
1,50,0,0,0,0,2,1,0,False,False
1,24,1,0,0,2,1,1,0,False,False
1,20,0,1,1,1,8,1,1,False,False
1,25,1,0,0,0,1,1,0,False,True
1,51,1,0,0,0,0,1,0,True,False
1,40,1,0,0,0,6,1,1,False,False
0,49,1,0,0,0,0,1,0,False,False
1,39,1,0,1,3,2,0,1,False,True
0,20,1,0,0,0,2,0,1,False,True
1,22,1,2,0,0,1,1,1,False,True
1,23,0,1,1,1,12,1,1,False,False
1,64,1,0,0,0,8,1,0,False,False
0,47,1,0,0,0,0,1,0,True,False
0,46,0,0,0,0,3,0,0,False,False
1,29,0,2,0,0,0,1,1,False,False
1,22,0,0,0,0,2,1,1,False,False
1,29,0,0,0,0,13,1,1,False,False
1,68,1,0,0,0,2,0,0,True,False
1,28,0,0,0,0,3,1,1,False,False
1,25,0,1,1,1,10,1,1,False,False
1,23,1,0,0,0,0,1,0,False,True
1,29,0,3,0,0,2,1,1,False,False
1,20,0,0,0,4,1,0,1,False,False
1,26,1,0,0,0,2,0,0,False,False
1,55,0,0,0,0,1,1,0,True,False
1,52,0,0,0,0,11,1,1,True,False
0,56,0,0,0,0,0,1,0,False,False
1,37,0,0,0,0,0,0,0,False,False
0,24,1,0,0,0,1,1,1,False,True
1,56,1,0,0,0,1,1,1,True,False
1,30,0,0,0,0,4,0,1,False,True
1,30,0,2,0,0,9,1,1,True,False
0,40,1,0,0,0,1,1,0,True,False
1,23,1,0,0,0,6,1,1,False,True
1,23,1,0,0,0,1,0,0,False,True
1,30,0,1,0,0,22,1,1,False,False
1,57,0,0,0,0,2,1,0,True,False
1,61,0,0,0,0,1,0,0,False,False
1,58,0,0,0,0,8,0,0,False,False
1,24,1,0,0,0,1,1,1,False,True
1,28,0,0,0,0,5,0,1,False,False
1,54,0,0,0,0,9,1,0,True,False
1,23,1,0,0,3,2,0,1,False,True
1,37,1,1,1,1,21,1,1,False,False
1,55,1,0,0,0,2,1,1,True,False
1,71,0,0,0,0,0,1,0,True,False
1,40,0,0,0,0,3,1,1,True,False
0,31,1,0,0,1,2,1,1,False,True
0,34,1,0,0,0,2,1,1,False,True
1,28,0,0,1,0,3,1,1,False,False
1,33,1,0,0,0,2,0,1,False,False
1,38,0,0,0,0,4,0,1,False,False
1,20,1,0,0,0,19,1,1,False,True
0,33,0,0,0,0,5,1,1,False,True
1,20,0,0,1,0,2,0,0,False,True
1,31,0,1,2,0,8,0,1,False,False
1,66,0,0,0,0,9,1,1,True,False
1,28,0,0,0,0,1,0,1,False,False
1,69,0,0,0,0,0,1,0,True,False
0,23,1,0,0,0,1,1,1,False,True
1,25,1,0,0,0,2,1,0,False,False
1,27,0,1,1,0,8,1,1,False,False
1,36,0,0,0,0,6,0,1,False,False
1,21,1,0,12,2,5,1,1,False,False
1,39,0,3,0,7,7,1,1,False,False
0,25,1,0,0,0,2,0,0,False,True
1,23,0,1,2,1,1,1,1,False,True
1,25,1,0,0,0,3,1,0,False,False
1,58,0,2,1,0,15,1,1,False,False
1,68,1,0,0,0,0,1,0,True,False
1,22,1,0,0,0,2,0,0,False,True
1,28,0,0,0,5,7,1,1,False,False
1,57,1,0,0,0,1,1,0,True,False
1,41,1,0,0,0,2,1,0,False,False
1,24,0,0,0,3,10,1,1,False,True
1,24,0,0,0,0,1,0,1,False,False
