sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,age_cat_Greater than 45,age_cat_Less than 25
1,-66547.33,0,-5837.619,-423.9954,-8247.082,-60121.785,1,0,-5796.702,7129.855
1,-6875.0234,0,-22243.732,724.52484,8103.7676,-59567.48,1,0,-13736.113,203.93272
1,70878.38,0,4703.8164,383.245,7477.608,-13175.874,1,0,-8811.393,1100.3291
1,-164120.83,0,-3678.621,-19767.71,-10992.302,63205.76,1,0,-9893.5205,7769.0054
1,-237923.77,0,8462.687,-10878.03,-4386.864,113327.0,1,1,-3505.4734,106.22231
1,161077.81,0,1891.3906,-21169.588,11090.801,79534.71,1,0,-7902.109,-6750.1064
1,-70579.64,0,3742.6743,-9891.27,11082.621,193734.78,1,1,-1369.0488,9223.276
1,-23390.758,0,-6621.757,19701.512,3074.8877,-42309.367,1,0,-9709.159,-3347.4011
1,-163557.67,0,-7797.607,905.9114,-16666.531,7708.274,1,0,-332.63852,7927.1567
1,136053.45,0,-8038.2637,5743.865,4427.4287,-29026.078,1,0,-846.56793,10991.436
1,-574197.8,0,-9659.714,1889.6437,14993.005,-169995.58,1,0,2376.5205,1579.982
1,-88984.28,0,8937.618,6342.978,-12390.309,41718.785,1,1,2555.789,-1243.848
1,-344329.12,0,-5794.608,-2168.4048,-8407.654,572.14325,1,0,15982.98,5713.065
1,324405.62,0,15216.276,2569.4353,-6603.824,-141191.25,1,0,-1529.6449,-2613.923
1,311006.62,0,-359.9894,-7621.395,4024.2112,10627.258,1,0,8049.619,8521.3125
1,-73902.2,0,620.5306,-2240.4858,-10011.726,-141514.33,1,0,2466.7476,12040.132
1,214711.6,0,16844.006,4135.366,8814.862,-40181.004,1,0,-10134.177,15649.716
1,-383165.0,0,-5283.6025,7379.8506,-7910.882,113649.45,1,0,-1481.9963,-11275.198
1,76802.5,0,5189.5303,12587.5625,12556.072,8719.543,1,0,787.26843,4948.4556
1,-234908.97,0,-3090.2969,255.19942,10422.437,-47102.64,1,0,-10393.663,4395.393
1,-142636.84,0,-9307.84,-14725.456,-1292.99,-119443.59,1,0,-14312.811,5131.9062
1,-29054.402,0,-5654.17,5840.4497,11815.624,-58504.457,1,0,-8320.761,12426.028
1,-24213.266,0,-8145.6343,3314.9316,-4300.4136,46401.402,1,0,-6170.5127,-2156.2285
1,-296391.22,0,9798.557,-18361.045,-13535.914,-118219.234,1,0,-4249.6167,-15117.878
1,-127770.52,0,-2637.6897,6723.0967,-4797.157,241883.33,1,0,6240.612,21013.523
1,-332439.53,0,7431.6226,-13132.055,5981.5933,-69975.375,1,0,7642.7354,4848.968
1,346673.9,0,9694.896,5233.9043,5328.794,59452.055,1,0,-1937.3727,-8480.582
1,-182824.06,0,10522.444,2808.229,3874.608,101397.55,1,1,-669.8064,-16081.817
1,295484.8,0,752.4434,-18257.057,15506.673,70788.336,1,0,3914.7036,-6814.507
1,338660.03,0,-8367.888,10414.61,3236.8777,57759.152,1,0,-14334.595,1217.5266
