sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,age_cat_Greater than 45,age_cat_Less than 25
0,22,1,0,0,0,0,0,0,0,1
1,79,1,1,0,7,17,0,0,0,1
0,79,1,0,2,7,17,1,0,0,0
0,79,1,0,2,7,17,1,0,0,0
0,79,1,0,1,7,17,1,0,0,0
0,79,1,0,2,7,17,1,0,0,0
1,28,1,0,0,0,2,0,0,0,0
1,23,1,0,0,0,1,0,0,0,1
0,25,1,0,0,1,1,1,0,0,0
0,79,1,0,2,7,17,1,0,0,0
0,79,1,0,1,7,17,1,0,0,0
0,79,1,0,2,7,17,1,0,0,0
0,34,1,0,0,0,2,0,0,0,0
1,31,1,0,0,0,0,0,0,0,0
0,19,1,0,0,4,28,1,1,0,1
1,42,1,0,0,0,1,1,1,0,0
0,68,1,0,0,0,28,1,1,1,0
1,19,1,0,0,0,1,1,1,0,1
0,68,1,0,0,0,28,1,1,1,0
0,68,1,0,0,0,28,1,1,1,0
0,19,1,0,0,4,28,1,1,0,1
0,62,1,0,0,0,0,0,1,1,0
1,19,1,2,2,4,0,1,1,0,1
1,52,1,1,0,0,26,1,1,1,0
0,47,1,0,0,0,0,0,1,0,0
0,19,1,0,0,4,28,1,1,0,1
1,19,1,2,2,4,28,1,1,0,0
1,19,1,0,2,4,0,1,1,0,1
0,68,1,0,0,0,28,1,1,1,0
1,19,1,2,0,4,28,1,1,0,0
0,48,1,0,0,0,0,1,1,1,0
0,68,1,0,0,0,28,1,1,1,0
0,68,1,0,0,0,28,1,1,1,0
0,45,1,0,0,0,2,1,1,1,0
1,39,1,0,0,0,0,0,1,0,0
0,68,1,0,0,0,28,1,1,1,0
0,68,1,0,0,0,28,1,1,1,0
0,47,1,0,0,0,0,0,1,1,0
0,58,1,0,0,0,3,1,1,1,0
1,19,1,2,2,4,28,1,1,0,0
0,19,1,0,0,4,28,1,1,0,1
1,27,1,0,0,1,5,1,1,0,0
0,19,1,0,0,4,28,1,1,0,1
1,29,1,0,0,0,2,0,1,0,0
1,19,1,2,2,4,28,1,1,0,0
0,68,1,0,0,0,28,1,1,1,0
0,68,1,0,0,0,28,1,1,1,0
1,40,1,0,0,0,3,1,1,0,0
1,19,1,0,2,4,0,1,1,0,1
1,46,1,0,0,0,1,0,1,1,0
1,54,1,0,0,0,1,1,1,1,0
1,19,1,0,0,4,6,1,1,0,1
1,37,1,0,0,0,0,0,1,0,0
1,19,1,0,2,4,0,1,1,0,1
0,53,1,0,0,0,0,0,1,1,0
1,47,1,0,0,0,0,1,1,0,0
0,68,1,0,0,0,28,1,1,1,0
0,68,1,0,0,0,28,1,1,1,0
1,27,1,0,0,0,0,1,1,0,0
0,32,1,0,0,0,12,1,1,0,0
1,30,1,0,0,3,4,1,1,0,1
0,68,1,0,0,0,28,1,1,1,0
1,19,1,2,2,4,28,1,1,0,0
1,28,1,0,0,0,13,0,1,0,0
1,65,1,0,0,0,0,0,1,1,0
0,39,1,0,0,0,4,1,1,0,0
0,68,1,0,0,0,28,1,1,1,0
0,59,1,0,0,0,0,0,1,1,0
1,36,1,0,0,0,12,1,1,0,0
0,68,1,0,0,0,28,1,1,1,0
0,19,1,0,0,4,28,1,1,0,1
0,68,1,0,0,0,28,1,1,1,0
0,43,1,0,0,0,0,0,1,0,0
1,41,1,0,0,0,0,0,1,0,0
1,25,1,0,0,0,3,0,1,0,0
