sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,age_cat_Greater than 45,age_cat_Less than 25
1,24,0,0,0,0,0,1,0,0,1
1,71,0,0,0,0,0,1,0,0,1
1,45,0,0,0,0,0,1,0,0,0
1,24,0,0,0,0,0,0,0,0,0
1,42,0,0,0,2,0,1,0,0,1
1,23,0,0,0,0,5,1,0,0,1
1,37,0,0,0,0,1,1,0,0,1
0,72,0,0,0,0,0,1,0,0,0
1,46,0,0,0,0,0,1,0,0,0
1,42,0,0,0,0,0,0,0,0,0
1,74,0,0,0,0,0,1,0,0,0
1,37,0,2,0,0,0,1,0,0,0
1,34,0,0,0,0,0,1,0,0,0
1,18,0,0,0,0,1,1,0,0,1
1,39,0,0,0,0,0,1,0,1,0
1,53,0,0,0,1,2,1,0,1,0
1,22,0,0,0,4,8,1,0,0,0
1,66,0,0,0,1,0,0,0,1,0
1,41,0,0,0,1,0,1,0,0,1
0,30,0,0,0,0,1,0,0,0,0
1,49,0,0,3,1,1,1,0,0,0
1,46,0,1,0,0,0,1,0,0,0
1,27,0,0,0,0,0,1,0,1,0
1,34,0,0,0,0,0,1,0,0,0
1,47,0,1,2,3,7,0,0,0,1
0,43,1,0,0,0,0,1,0,0,0
1,23,1,1,0,0,0,0,0,0,0
1,77,1,0,0,0,0,1,0,0,0
1,49,1,0,0,0,0,0,0,0,0
1,70,1,0,0,0,14,1,0,0,0
1,24,1,0,0,0,0,1,0,0,0
1,36,1,0,0,0,0,0,0,0,0
1,69,1,4,2,7,1,1,0,0,0
1,58,1,4,1,2,0,1,0,0,0
1,35,1,0,0,0,0,1,0,1,0
1,71,1,0,0,0,5,0,0,1,0
1,32,1,0,0,0,0,1,0,0,0
1,29,1,0,0,0,1,1,0,1,0
1,39,1,0,0,0,0,1,0,0,0
1,20,1,0,0,0,0,1,0,0,0
0,28,1,0,0,0,0,0,0,0,0
1,60,1,0,3,0,1,1,0,0,0
1,23,1,0,0,0,1,1,0,0,0
0,45,1,0,0,0,0,1,0,0,0
1,64,1,0,0,0,0,1,0,0,0
1,32,1,0,0,1,2,1,0,0,0
1,34,1,0,0,2,0,0,0,0,0
1,27,1,0,0,0,0,0,0,0,0
1,60,1,1,0,0,3,1,0,0,0
1,47,1,0,0,0,0,1,0,0,0
0,53,1,0,0,2,0,0,0,1,0
0,30,1,0,0,0,14,1,0,1,0
1,69,1,0,0,0,0,0,0,0,0
1,18,1,0,0,0,6,0,0,1,0
0,45,1,0,0,0,0,0,0,0,0
0,32,1,0,1,0,0,0,0,1,0
1,42,1,0,0,0,0,1,0,1,0
1,27,1,0,0,0,4,0,0,1,0
1,77,1,0,0,0,0,0,0,0,0
1,41,1,0,0,0,0,1,0,1,0
0,77,1,0,0,0,1,1,0,1,0
1,57,1,0,0,2,0,1,0,1,0
1,72,1,0,0,0,1,1,0,0,0
1,68,1,0,0,2,0,1,0,0,0
1,32,1,1,0,0,0,0,0,1,0
1,26,1,0,1,0,0,1,0,1,1
0,24,1,0,0,0,0,1,0,1,0
1,29,1,0,0,0,0,1,0,0,0
1,73,1,0,0,0,4,0,0,1,0
0,53,1,0,0,0,0,1,0,0,0
1,46,1,0,0,0,2,0,0,0,0
1,32,1,0,0,0,0,1,0,1,0
1,34,1,0,0,0,0,0,0,0,0
0,76,1,0,0,0,0,1,0,1,0
1,31,1,0,5,0,0,1,0,0,0
0,43,1,0,0,0,0,1,0,1,0
1,23,1,0,0,0,0,1,0,0,0
1,77,1,0,0,0,0,0,0,0,0
1,45,1,0,0,0,0,0,0,0,0
1,61,1,0,0,0,1,0,0,0,0
1,63,1,0,0,2,2,1,0,1,0
0,42,1,0,0,0,18,1,0,1,0
1,66,1,0,1,0,0,1,0,0,1
0,30,1,0,0,0,0,1,0,0,0
1,47,1,0,0,0,0,0,0,1,0
0,75,1,0,0,0,0,1,0,1,0
1,38,1,0,1,0,0,1,0,0,0
1,50,1,3,0,4,13,0,0,1,1
1,18,1,0,0,0,3,0,0,0,0
0,29,1,0,0,0,0,1,0,1,0
1,28,1,0,0,0,2,0,0,0,0
0,48,1,0,0,2,2,1,0,1,0
1,39,1,0,0,0,0,0,0,1,0
1,46,1,0,0,2,0,1,0,0,0
1,27,1,0,12,2,1,1,0,0,0
1,57,1,1,0,0,0,1,0,0,0
1,54,1,0,0,0,7,0,0,1,0
0,40,1,0,0,0,0,1,0,0,0
1,48,1,0,1,0,1,0,0,0,1
1,62,1,0,0,2,0,0,0,0,0
1,44,1,0,0,0,0,0,0,0,0
0,57,1,0,0,0,0,1,0,0,0
1,60,1,0,1,0,1,0,0,0,0
0,59,1,0,0,0,0,0,0,1,0
0,51,1,0,0,0,0,0,0,0,0
1,33,1,2,0,0,4,1,0,0,0
1,58,1,0,0,0,2,0,0,0,0
1,36,1,0,0,0,12,1,0,1,0
1,49,1,0,0,0,0,1,0,1,0
1,65,1,0,1,0,0,0,0,0,0
1,30,1,3,0,0,0,0,0,1,0
0,28,1,0,4,0,2,0,0,0,0
0,36,1,0,0,2,1,0,0,0,0
1,41,1,0,0,0,0,0,0,1,0
1,40,1,0,0,0,0,1,0,1,0
0,38,1,0,0,0,1,1,0,0,0
0,32,1,0,0,0,0,1,0,1,0
1,77,1,0,4,2,0,1,0,0,0
1,64,1,0,0,3,3,0,0,0,0
1,55,1,0,0,0,0,1,0,0,0
1,28,1,0,0,0,0,0,0,1,0
0,28,1,0,0,0,2,1,0,0,0
1,64,1,0,0,0,0,0,0,0,0
1,69,1,1,0,1,1,1,0,0,0
1,26,1,0,0,0,1,1,0,0,0
1,71,1,3,0,0,0,1,0,0,0
1,28,1,0,0,2,0,1,0,0,0
1,61,1,0,2,0,1,1,0,0,0
1,77,1,0,0,0,1,0,0,0,0
1,37,1,0,1,0,2,0,0,0,0
1,67,1,0,0,1,0,0,0,0,0
1,26,1,1,0,0,4,0,0,0,0
1,30,1,0,0,0,0,1,0,0,0
1,41,1,0,0,3,0,1,0,0,0
1,65,1,0,0,0,1,1,0,1,0
1,77,1,0,0,0,0,1,0,1,0
1,59,1,0,0,0,2,1,0,1,0
0,27,1,0,0,0,0,1,1,0,0
1,66,1,0,0,0,0,0,1,1,0
0,61,1,0,0,0,1,1,1,1,1
1,59,1,0,0,0,2,1,1,1,0
1,43,1,3,0,0,0,1,1,1,0
0,40,1,0,0,0,1,0,1,1,0
1,64,1,10,1,3,0,1,1,0,0
0,26,1,0,0,0,19,1,1,1,0
1,40,1,0,0,0,0,0,1,1,1
1,77,1,0,0,0,0,1,1,0,0
0,57,1,0,0,1,0,1,1,0,1
1,68,1,0,0,0,0,0,1,0,1
1,18,1,0,0,3,6,0,1,0,0
1,75,1,0,0,0,0,0,1,0,0
1,77,1,0,0,0,0,1,1,0,1
0,77,1,0,0,0,0,1,1,1,0
1,34,1,0,0,0,0,1,1,0,0
1,31,1,0,0,1,0,1,1,0,0
0,48,1,0,0,0,0,1,1,1,0
1,18,1,0,0,2,10,1,1,0,0
1,40,1,0,0,2,0,0,1,0,0
1,29,1,0,1,7,3,1,1,0,1
1,23,1,0,0,0,0,1,1,0,0
1,74,1,1,0,0,1,1,1,0,0
1,42,1,0,0,0,0,1,1,0,0
1,77,1,0,0,0,0,0,1,0,0
1,37,1,0,0,0,1,0,1,1,0
1,18,1,0,0,0,1,1,1,0,0
1,47,1,0,0,0,0,1,1,0,0
1,25,1,0,0,0,2,0,1,0,0
1,45,1,1,0,0,2,1,1,0,0
0,23,1,0,0,0,0,1,1,0,0
1,53,1,0,2,7,0,1,1,0,0
1,36,1,0,0,0,2,1,1,0,0
1,55,1,0,0,1,8,0,1,1,0
1,72,1,0,0,0,5,1,1,0,0
1,21,1,0,0,0,0,1,1,0,0
1,32,1,0,0,0,0,1,1,0,0
1,27,1,0,0,1,0,0,1,1,0
1,70,1,0,0,0,1,0,1,0,0
0,39,1,0,0,0,0,1,1,1,0
1,31,1,0,0,0,8,1,1,0,0
1,69,1,0,0,0,0,1,1,1,0
1,57,1,0,0,0,0,1,1,0,0
1,49,1,0,2,0,0,1,1,0,0
1,35,1,0,0,1,14,0,1,0,0
1,70,1,0,0,0,0,0,1,0,1
0,41,1,1,0,1,1,1,1,0,0
1,52,1,0,0,0,2,0,1,0,0
1,41,1,3,0,0,0,0,1,1,0
0,18,1,0,0,0,0,1,1,1,0
0,51,1,0,0,0,0,0,1,0,0
1,22,1,0,0,0,0,0,1,0,0
1,33,1,0,0,0,0,1,1,0,0
1,29,1,0,0,0,9,1,1,0,0
1,40,1,0,0,0,4,1,1,0,0
0,74,1,0,0,0,0,1,1,0,0
1,62,1,0,0,0,0,1,1,1,0
1,18,1,0,0,0,2,0,1,1,0
1,20,1,0,0,0,31,1,1,0,0
